date,league,home,away,home_score,away_score,odds_home,odds_draw,odds_away,odds_over25,odds_btts,odds_timing,source
2023-09-23,Ligue 1,Brest,Lyon,1,0,2.64,3.42,2.64,1.83,,closing,football-data:2324:F1
2023-09-23,Ligue 1,Nantes,Lorient,5,3,2.31,3.31,3.18,2.05,,closing,football-data:2324:F1
2023-09-23,Premier League,Brentford,Everton,1,3,1.93,3.56,4.16,2.03,,closing,football-data:2324:E0
2023-09-23,Premier League,Burnley,Man United,0,1,4.15,3.91,1.84,1.7,,closing,football-data:2324:E0
2023-09-23,Premier League,Crystal Palace,Fulham,0,0,2.08,3.34,3.87,2.2,,closing,football-data:2324:E0
2023-09-23,Premier League,Luton,Wolves,1,1,3.18,3.32,2.37,2.08,,closing,football-data:2324:E0
2023-09-23,Premier League,Man City,Nott'm Forest,2,0,1.16,8.11,18.46,1.51,,closing,football-data:2324:E0
2023-09-23,Serie A,Lazio,Monza,1,1,1.77,3.87,4.48,1.76,,closing,football-data:2324:I1
2023-09-23,Serie A,Milan,Verona,1,0,1.39,4.81,8.69,1.83,,closing,football-data:2324:I1
2023-09-23,Serie A,Sassuolo,Juventus,4,2,4.26,4.06,1.78,1.59,,closing,football-data:2324:I1
2023-09-24,Bundesliga,Ein Frankfurt,Freiburg,0,0,2.22,3.46,3.3,1.96,,closing,football-data:2324:D1
2023-09-24,Bundesliga,Leverkusen,Heidenheim,4,1,1.2,7.56,13.0,1.34,,closing,football-data:2324:D1
2023-09-24,La Liga,Ath Madrid,Real Madrid,3,1,2.81,3.33,2.59,1.99,,closing,football-data:2324:SP1
2023-09-24,La Liga,Betis,Cadiz,1,1,1.8,3.57,4.8,2.15,,closing,football-data:2324:SP1
2023-09-24,La Liga,Las Palmas,Granada,1,0,1.96,3.63,3.88,1.9,,closing,football-data:2324:SP1
2023-09-24,La Liga,Sociedad,Getafe,4,3,1.68,3.4,6.52,2.84,,closing,football-data:2324:SP1
2023-09-24,La Liga,Vallecano,Villarreal,1,1,2.55,3.46,2.77,1.81,,closing,football-data:2324:SP1
2023-09-24,Ligue 1,Le Havre,Clermont,2,1,2.49,3.08,3.13,2.49,,closing,football-data:2324:F1
2023-09-24,Ligue 1,Lens,Toulouse,2,1,1.46,4.52,7.14,1.77,,closing,football-data:2324:F1
2023-09-24,Ligue 1,Metz,Strasbourg,0,1,2.99,3.21,2.51,2.2,,closing,football-data:2324:F1
2023-09-24,Ligue 1,Montpellier,Rennes,0,0,2.73,3.47,2.56,1.81,,closing,football-data:2324:F1
2023-09-24,Ligue 1,Paris SG,Marseille,4,0,1.52,4.53,6.08,1.55,,closing,football-data:2324:F1
2023-09-24,Premier League,Arsenal,Tottenham,2,2,1.64,4.37,5.0,1.52,,closing,football-data:2324:E0
2023-09-24,Premier League,Brighton,Bournemouth,3,1,1.5,4.91,5.97,1.44,,closing,football-data:2324:E0
2023-09-24,Premier League,Chelsea,Aston Villa,0,1,1.86,3.9,4.09,1.71,,closing,football-data:2324:E0
2023-09-24,Premier League,Liverpool,West Ham,3,1,1.37,5.58,7.78,1.38,,closing,football-data:2324:E0
2023-09-24,Premier League,Sheffield United,Newcastle,0,8,6.26,4.37,1.53,1.79,,closing,football-data:2324:E0
2023-09-24,Serie A,Atalanta,Cagliari,2,0,1.42,4.75,7.62,1.74,,closing,football-data:2324:I1
2023-09-24,Serie A,Bologna,Napoli,0,0,3.54,3.56,2.08,1.83,,closing,football-data:2324:I1
2023-09-24,Serie A,Empoli,Inter,0,1,10.88,5.94,1.28,1.54,,closing,football-data:2324:I1
2023-09-24,Serie A,Torino,Roma,1,1,3.24,3.0,2.49,2.58,,closing,football-data:2324:I1
2023-09-24,Serie A,Udinese,Fiorentina,0,2,3.31,3.31,2.28,2.09,,closing,football-data:2324:I1
2023-09-26,La Liga,Mallorca,Barcelona,2,2,7.07,4.44,1.48,1.88,,closing,football-data:2324:SP1
2023-09-26,La Liga,Sevilla,Almeria,5,1,1.69,3.98,5.05,1.77,,closing,football-data:2324:SP1
2023-09-26,Ligue 1,Lille,Reims,1,2,1.91,3.76,3.93,1.74,,closing,football-data:2324:F1
2023-09-26,Serie A,Juventus,Lecce,1,0,1.5,4.24,7.18,1.91,,closing,football-data:2324:I1
2023-09-27,La Liga,Ath Bilbao,Getafe,2,2,1.53,4.0,7.29,2.21,,closing,football-data:2324:SP1
2023-09-27,La Liga,Cadiz,Vallecano,0,0,2.63,3.08,2.97,2.37,,closing,football-data:2324:SP1
2023-09-27,La Liga,Real Madrid,Las Palmas,2,0,1.17,7.68,15.97,1.45,,closing,football-data:2324:SP1
2023-09-27,La Liga,Valencia,Sociedad,0,1,2.52,3.03,3.2,2.65,,closing,football-data:2324:SP1
2023-09-27,La Liga,Villarreal,Girona,1,2,2.15,3.68,3.3,1.6,,closing,football-data:2324:SP1
2023-09-27,Serie A,Cagliari,Milan,1,3,4.56,3.45,1.88,2.24,,closing,football-data:2324:I1
2023-09-27,Serie A,Empoli,Salernitana,1,0,2.7,3.15,2.83,2.12,,closing,football-data:2324:I1
2023-09-27,Serie A,Inter,Sassuolo,1,2,1.26,6.72,9.88,1.28,,closing,football-data:2324:I1
2023-09-27,Serie A,Lazio,Torino,2,0,2.25,3.22,3.49,2.29,,closing,football-data:2324:I1
2023-09-27,Serie A,Napoli,Udinese,4,1,1.4,5.07,7.8,1.61,,closing,football-data:2324:I1
2023-09-27,Serie A,Verona,Atalanta,0,1,4.27,3.6,1.89,1.99,,closing,football-data:2324:I1
2023-09-28,La Liga,Celta,Alaves,1,1,1.61,3.79,6.41,2.23,,closing,football-data:2324:SP1
2023-09-28,La Liga,Granada,Betis,1,1,2.79,3.43,2.57,1.94,,closing,football-data:2324:SP1
2023-09-28,La Liga,Osasuna,Ath Madrid,0,2,4.05,3.45,1.99,2.21,,closing,football-data:2324:SP1
2023-09-28,Serie A,Frosinone,Fiorentina,1,1,3.78,3.58,1.99,1.85,,closing,football-data:2324:I1
2023-09-28,Serie A,Genoa,Roma,4,1,4.05,3.21,2.06,2.44,,closing,football-data:2324:I1
2023-09-28,Serie A,Monza,Bologna,0,0,2.29,3.37,3.23,1.93,,closing,football-data:2324:I1
2023-09-29,Bundesliga,Hoffenheim,Dortmund,1,3,3.1,4.07,2.12,1.37,,closing,football-data:2324:D1
2023-09-29,La Liga,Barcelona,Sevilla,1,0,1.36,5.56,8.12,1.43,,closing,football-data:2324:SP1
2023-09-29,Ligue 1,Strasbourg,Lens,0,1,3.88,3.47,2.01,2.02,,closing,football-data:2324:F1
2023-09-30,Bundesliga,Bochum,M'gladbach,1,3,2.28,3.7,3.03,1.62,,closing,football-data:2324:D1
2023-09-30,Bundesliga,FC Koln,Stuttgart,0,2,2.81,3.56,2.5,1.74,,closing,football-data:2324:D1
2023-09-30,Bundesliga,Heidenheim,Union Berlin,1,0,3.11,3.54,2.29,1.88,,closing,football-data:2324:D1
2023-09-30,Bundesliga,Mainz,Leverkusen,0,3,5.32,4.5,1.59,1.55,,closing,football-data:2324:D1
2023-09-30,Bundesliga,RB Leipzig,Bayern Munich,2,2,3.99,4.39,1.77,1.38,,closing,football-data:2324:D1
2023-09-30,Bundesliga,Wolfsburg,Ein Frankfurt,2,0,2.15,3.49,3.48,1.95,,closing,football-data:2324:D1
2023-09-30,La Liga,Getafe,Villarreal,0,0,2.76,3.12,2.8,2.28,,closing,football-data:2324:SP1
2023-09-30,La Liga,Girona,Real Madrid,0,3,3.92,4.01,1.87,1.57,,closing,football-data:2324:SP1
2023-09-30,La Liga,Sociedad,Ath Bilbao,3,0,2.28,3.11,3.58,2.52,,closing,football-data:2324:SP1
2023-09-30,La Liga,Vallecano,Mallorca,2,2,2.02,3.22,4.23,2.51,,closing,football-data:2324:SP1
2023-09-30,Ligue 1,Clermont,Paris SG,0,0,8.08,5.06,1.39,1.61,,closing,football-data:2324:F1
2023-09-30,Ligue 1,Monaco,Marseille,3,2,2.44,3.73,2.75,1.55,,closing,football-data:2324:F1
2023-09-30,Premier League,Aston Villa,Brighton,6,1,2.5,3.7,2.7,1.49,,closing,football-data:2324:E0
2023-09-30,Premier League,Bournemouth,Arsenal,0,4,6.03,4.55,1.53,1.64,,closing,football-data:2324:E0
2023-09-30,Premier League,Everton,Luton,1,2,1.65,3.87,5.72,1.99,,closing,football-data:2324:E0
2023-09-30,Premier League,Man United,Crystal Palace,0,1,1.57,4.26,6.05,1.82,,closing,football-data:2324:E0
2023-09-30,Premier League,Newcastle,Burnley,2,0,1.38,5.13,8.43,1.67,,closing,football-data:2324:E0
2023-09-30,Premier League,Tottenham,Liverpool,2,1,2.96,3.94,2.25,1.38,,closing,football-data:2324:E0
2023-09-30,Premier League,West Ham,Sheffield United,2,0,1.44,4.79,7.35,1.7,,closing,football-data:2324:E0
2023-09-30,Premier League,Wolves,Man City,2,1,8.34,5.12,1.39,1.68,,closing,football-data:2324:E0
2023-09-30,Serie A,Lecce,Napoli,0,4,4.87,3.69,1.76,2.0,,closing,football-data:2324:I1
2023-09-30,Serie A,Milan,Lazio,2,0,1.74,3.75,5.06,1.94,,closing,football-data:2324:I1
2023-09-30,Serie A,Salernitana,Inter,0,4,8.0,4.88,1.41,1.69,,closing,football-data:2324:I1
2023-10-01,Bundesliga,Darmstadt,Werder Bremen,4,2,2.88,3.77,2.32,1.58,,closing,football-data:2324:D1
2023-10-01,Bundesliga,Freiburg,Augsburg,2,0,1.85,3.77,4.34,1.87,,closing,football-data:2324:D1
2023-10-01,La Liga,Alaves,Osasuna,0,2,2.52,3.02,3.2,2.68,,closing,football-data:2324:SP1
2023-10-01,La Liga,Almeria,Granada,3,3,1.96,3.74,3.82,1.71,,closing,football-data:2324:SP1
2023-10-01,La Liga,Ath Madrid,Cadiz,3,2,1.33,5.28,9.96,1.78,,closing,football-data:2324:SP1
2023-10-01,La Liga,Betis,Valencia,3,0,2.09,3.3,3.86,2.29,,closing,football-data:2324:SP1
2023-10-01,Ligue 1,Le Havre,Lille,0,2,4.52,3.62,1.82,2.03,,closing,football-data:2324:F1
2023-10-01,Ligue 1,Lorient,Montpellier,0,3,3.14,3.47,2.29,1.89,,closing,football-data:2324:F1
2023-10-01,Ligue 1,Nice,Brest,0,0,1.8,3.72,4.6,1.98,,closing,football-data:2324:F1
2023-10-01,Ligue 1,Reims,Lyon,2,0,1.92,3.8,3.84,1.67,,closing,football-data:2324:F1
2023-10-01,Ligue 1,Rennes,Nantes,3,1,1.64,4.05,5.36,1.83,,closing,football-data:2324:F1
2023-10-01,Ligue 1,Toulouse,Metz,3,0,1.89,3.59,4.21,1.96,,closing,football-data:2324:F1
2023-10-01,Premier League,Nott'm Forest,Brentford,1,1,2.65,3.21,2.85,2.13,,closing,football-data:2324:E0
2023-10-01,Serie A,Atalanta,Juventus,0,0,2.4,3.26,3.12,2.09,,closing,football-data:2324:I1
2023-10-01,Serie A,Bologna,Empoli,3,0,1.71,3.91,5.02,1.86,,closing,football-data:2324:I1
2023-10-01,Serie A,Roma,Frosinone,2,0,1.39,4.96,8.38,1.73,,closing,football-data:2324:I1
2023-10-01,Serie A,Udinese,Genoa,2,2,2.23,3.25,3.5,2.17,,closing,football-data:2324:I1
2023-10-02,La Liga,Las Palmas,Celta,2,1,2.92,3.13,2.65,2.32,,closing,football-data:2324:SP1
2023-10-02,Premier League,Fulham,Chelsea,0,2,3.46,3.43,2.19,1.97,,closing,football-data:2324:E0
2023-10-02,Serie A,Fiorentina,Cagliari,3,0,1.55,4.12,6.45,1.91,,closing,football-data:2324:I1
2023-10-02,Serie A,Sassuolo,Monza,0,1,2.1,3.8,3.27,1.57,,closing,football-data:2324:I1
2023-10-02,Serie A,Torino,Verona,0,0,1.77,3.44,5.4,2.41,,closing,football-data:2324:I1
2023-10-03,Premier League,Luton,Burnley,1,2,2.94,3.16,2.62,2.22,,closing,football-data:2324:E0
2023-10-06,Bundesliga,M'gladbach,Mainz,2,2,2.19,3.75,3.17,1.61,,closing,football-data:2324:D1
2023-10-06,La Liga,Ath Bilbao,Almeria,3,0,1.32,5.66,9.65,1.53,,closing,football-data:2324:SP1
2023-10-06,Ligue 1,Strasbourg,Nantes,1,2,2.34,3.19,3.24,2.2,,closing,football-data:2324:F1
2023-10-06,Serie A,Empoli,Udinese,0,0,2.87,3.35,2.52,1.89,,closing,football-data:2324:I1
2023-10-06,Serie A,Lecce,Sassuolo,1,1,2.67,3.42,2.66,1.86,,closing,football-data:2324:I1
2023-10-07,Bundesliga,Augsburg,Darmstadt,1,2,1.82,3.77,4.42,1.86,,closing,football-data:2324:D1
2023-10-07,Bundesliga,Dortmund,Union Berlin,4,2,1.7,4.09,4.81,1.67,,closing,football-data:2324:D1
2023-10-07,Bundesliga,RB Leipzig,Bochum,0,0,1.28,6.23,10.38,1.48,,closing,football-data:2324:D1
2023-10-07,Bundesliga,Stuttgart,Wolfsburg,3,1,1.89,3.75,4.08,1.72,,closing,football-data:2324:D1
2023-10-07,Bundesliga,Werder Bremen,Hoffenheim,2,3,2.63,3.74,2.55,1.52,,closing,football-data:2324:D1
2023-10-07,La Liga,Cadiz,Girona,0,1,3.29,3.4,2.25,1.99,,closing,football-data:2324:SP1
2023-10-07,La Liga,Mallorca,Valencia,1,1,2.5,2.98,3.22,2.64,,closing,football-data:2324:SP1
2023-10-07,La Liga,Real Madrid,Osasuna,4,0,1.27,6.09,11.08,1.55,,closing,football-data:2324:SP1
2023-10-07,La Liga,Sevilla,Vallecano,2,2,1.84,3.68,4.39,1.97,,closing,football-data:2324:SP1
2023-10-07,Ligue 1,Metz,Nice,0,1,6.04,4.01,1.59,1.98,,closing,football-data:2324:F1
2023-10-07,Ligue 1,Reims,Monaco,1,3,2.65,3.71,2.52,1.52,,closing,football-data:2324:F1
2023-10-07,Premier League,Burnley,Chelsea,1,4,5.16,3.99,1.68,1.85,,closing,football-data:2324:E0
2023-10-07,Premier League,Crystal Palace,Nott'm Forest,0,0,2.31,3.17,3.46,2.4,,closing,football-data:2324:E0
2023-10-07,Premier League,Everton,Bournemouth,3,0,1.92,3.72,4.03,1.83,,closing,football-data:2324:E0
2023-10-07,Premier League,Fulham,Sheffield United,3,1,1.52,4.41,6.6,1.78,,closing,football-data:2324:E0
2023-10-07,Premier League,Luton,Tottenham,0,1,6.8,5.05,1.44,1.49,,closing,football-data:2324:E0
2023-10-07,Premier League,Man United,Brentford,2,1,1.66,4.19,5.12,1.67,,closing,football-data:2324:E0
2023-10-07,Serie A,Genoa,Milan,0,1,4.34,3.38,1.94,2.27,,closing,football-data:2324:I1
2023-10-07,Serie A,Inter,Bologna,2,2,1.32,5.53,9.4,1.6,,closing,football-data:2324:I1
2023-10-07,Serie A,Juventus,Torino,2,0,2.06,3.12,4.23,2.62,,closing,football-data:2324:I1
2023-10-08,Bundesliga,Bayern Munich,Freiburg,3,0,1.12,10.44,20.56,1.23,,closing,football-data:2324:D1
2023-10-08,Bundesliga,Ein Frankfurt,Heidenheim,2,0,1.76,3.89,4.61,1.76,,closing,football-data:2324:D1
2023-10-08,Bundesliga,Leverkusen,FC Koln,3,0,1.27,6.08,11.11,1.52,,closing,football-data:2324:D1
2023-10-08,La Liga,Alaves,Betis,1,1,2.57,3.24,2.92,2.22,,closing,football-data:2324:SP1
2023-10-08,La Liga,Ath Madrid,Sociedad,2,1,1.99,3.35,4.2,2.18,,closing,football-data:2324:SP1
2023-10-08,La Liga,Celta,Getafe,2,2,2.03,3.26,4.14,2.37,,closing,football-data:2324:SP1
2023-10-08,La Liga,Granada,Barcelona,2,2,6.99,5.13,1.41,1.45,,closing,football-data:2324:SP1
2023-10-08,La Liga,Villarreal,Las Palmas,1,2,1.65,4.09,5.38,1.78,,closing,football-data:2324:SP1
2023-10-08,Ligue 1,Brest,Toulouse,1,1,1.71,3.81,5.17,2.0,,closing,football-data:2324:F1
2023-10-08,Ligue 1,Lens,Lille,1,1,2.39,3.38,2.97,1.97,,closing,football-data:2324:F1
2023-10-08,Ligue 1,Lyon,Lorient,3,3,1.75,3.94,4.54,1.68,,closing,football-data:2324:F1
2023-10-08,Ligue 1,Marseille,Le Havre,3,0,1.47,4.55,6.84,1.71,,closing,football-data:2324:F1
2023-10-08,Ligue 1,Rennes,Paris SG,1,3,4.09,3.88,1.85,1.62,,closing,football-data:2324:F1
2023-10-08,Premier League,Arsenal,Man City,1,0,3.0,3.3,2.5,2.03,,closing,football-data:2324:E0
2023-10-08,Premier League,Brighton,Liverpool,2,2,3.25,4.19,2.04,1.31,,closing,football-data:2324:E0
2023-10-08,Premier League,West Ham,Newcastle,2,2,3.39,3.67,2.13,1.78,,closing,football-data:2324:E0
2023-10-08,Premier League,Wolves,Aston Villa,1,1,3.63,3.61,2.06,1.83,,closing,football-data:2324:E0
2023-10-08,Serie A,Cagliari,Roma,1,4,5.03,3.55,1.77,2.18,,closing,football-data:2324:I1
2023-10-08,Serie A,Frosinone,Verona,2,1,2.22,3.4,3.36,1.98,,closing,football-data:2324:I1
2023-10-08,Serie A,Lazio,Atalanta,3,2,2.94,3.22,2.57,2.11,,closing,football-data:2324:I1
2023-10-08,Serie A,Monza,Salernitana,3,0,1.71,3.92,4.94,1.81,,closing,football-data:2324:I1
2023-10-08,Serie A,Napoli,Fiorentina,1,3,1.58,4.37,5.5,1.61,,closing,football-data:2324:I1
2023-10-20,Bundesliga,Dortmund,Werder Bremen,1,0,1.28,6.53,9.16,1.28,,closing,football-data:2324:D1
2023-10-20,La Liga,Osasuna,Granada,2,0,1.67,3.89,5.39,1.92,,closing,football-data:2324:SP1
2023-10-20,Ligue 1,Le Havre,Lens,0,0,4.52,3.5,1.86,2.15,,closing,football-data:2324:F1
2023-10-21,Bundesliga,Darmstadt,RB Leipzig,1,3,6.27,4.86,1.48,1.54,,closing,football-data:2324:D1
2023-10-21,Bundesliga,Freiburg,Bochum,2,1,1.8,3.84,4.48,1.75,,closing,football-data:2324:D1
2023-10-21,Bundesliga,Hoffenheim,Ein Frankfurt,1,3,2.04,3.62,3.65,1.77,,closing,football-data:2324:D1
2023-10-21,Bundesliga,Mainz,Bayern Munich,1,3,9.26,6.12,1.3,1.37,,closing,football-data:2324:D1
2023-10-21,Bundesliga,Union Berlin,Stuttgart,0,3,2.57,3.37,2.83,2.01,,closing,football-data:2324:D1
2023-10-21,Bundesliga,Wolfsburg,Leverkusen,1,2,4.41,4.09,1.76,1.62,,closing,football-data:2324:D1
2023-10-21,La Liga,Celta,Ath Madrid,0,3,3.45,3.48,2.14,1.93,,closing,football-data:2324:SP1
2023-10-21,La Liga,Getafe,Betis,1,1,2.39,3.14,3.29,2.34,,closing,football-data:2324:SP1
2023-10-21,La Liga,Sevilla,Real Madrid,1,1,4.61,4.06,1.74,1.6,,closing,football-data:2324:SP1
2023-10-21,La Liga,Sociedad,Mallorca,1,0,1.64,3.62,6.5,2.55,,closing,football-data:2324:SP1
2023-10-21,Ligue 1,Nice,Marseille,1,0,2.34,3.31,3.19,2.06,,closing,football-data:2324:F1
2023-10-21,Ligue 1,Paris SG,Strasbourg,3,0,1.2,7.33,14.03,1.45,,closing,football-data:2324:F1
2023-10-21,Premier League,Bournemouth,Wolves,1,2,2.35,3.42,3.11,1.91,,closing,football-data:2324:E0
2023-10-21,Premier League,Brentford,Burnley,3,0,1.75,3.81,4.9,1.92,,closing,football-data:2324:E0
2023-10-21,Premier League,Chelsea,Arsenal,2,2,3.3,3.33,2.32,2.07,,closing,football-data:2324:E0
2023-10-21,Premier League,Liverpool,Everton,2,0,1.39,5.43,7.38,1.41,,closing,football-data:2324:E0
2023-10-21,Premier League,Man City,Brighton,2,1,1.36,5.74,7.8,1.38,,closing,football-data:2324:E0
2023-10-21,Premier League,Newcastle,Crystal Palace,4,0,1.46,4.45,7.75,1.98,,closing,football-data:2324:E0
2023-10-21,Premier League,Nott'm Forest,Luton,2,2,1.73,3.67,5.27,2.12,,closing,football-data:2324:E0
2023-10-21,Premier League,Sheffield United,Man United,1,2,7.91,5.54,1.37,1.46,,closing,football-data:2324:E0
2023-10-21,Serie A,Sassuolo,Lazio,0,2,2.79,3.53,2.49,1.67,,closing,football-data:2324:I1
2023-10-21,Serie A,Torino,Inter,0,3,5.19,3.76,1.71,2.02,,closing,football-data:2324:I1
2023-10-21,Serie A,Verona,Napoli,1,3,5.71,4.09,1.61,1.78,,closing,football-data:2324:I1
2023-10-22,Bundesliga,FC Koln,M'gladbach,3,1,2.45,3.67,2.78,1.65,,closing,football-data:2324:D1
2023-10-22,Bundesliga,Heidenheim,Augsburg,2,5,2.33,3.57,3.04,1.78,,closing,football-data:2324:D1
2023-10-22,La Liga,Barcelona,Ath Bilbao,1,0,1.85,3.78,4.23,1.72,,closing,football-data:2324:SP1
2023-10-22,La Liga,Girona,Almeria,5,2,1.39,5.1,7.85,1.54,,closing,football-data:2324:SP1
2023-10-22,La Liga,Las Palmas,Vallecano,0,1,2.64,3.03,3.02,2.53,,closing,football-data:2324:SP1
2023-10-22,La Liga,Villarreal,Alaves,1,1,2.02,3.45,3.95,2.06,,closing,football-data:2324:SP1
2023-10-22,Ligue 1,Lille,Brest,1,0,1.85,3.57,4.54,1.99,,closing,football-data:2324:F1
2023-10-22,Ligue 1,Lorient,Rennes,2,1,4.16,3.69,1.87,1.89,,closing,football-data:2324:F1
2023-10-22,Ligue 1,Lyon,Clermont,1,2,1.89,3.64,4.15,1.89,,closing,football-data:2324:F1
2023-10-22,Ligue 1,Monaco,Metz,2,1,1.31,5.81,8.95,1.41,,closing,football-data:2324:F1
2023-10-22,Ligue 1,Nantes,Montpellier,2,0,3.03,3.56,2.32,1.77,,closing,football-data:2324:F1
2023-10-22,Ligue 1,Toulouse,Reims,1,1,2.7,3.4,2.64,1.92,,closing,football-data:2324:F1
2023-10-22,Premier League,Aston Villa,West Ham,4,1,1.81,3.94,4.31,1.63,,closing,football-data:2324:E0
2023-10-22,Serie A,Atalanta,Genoa,2,0,1.53,4.29,6.5,1.85,,closing,football-data:2324:I1
2023-10-22,Serie A,Bologna,Frosinone,2,1,1.74,3.83,4.77,1.82,,closing,football-data:2324:I1
2023-10-22,Serie A,Milan,Juventus,0,1,2.15,3.26,3.71,2.22,,closing,football-data:2324:I1
2023-10-22,Serie A,Roma,Monza,1,0,1.74,3.72,5.05,1.94,,closing,football-data:2324:I1
2023-10-22,Serie A,Salernitana,Cagliari,2,2,2.35,3.23,3.26,2.04,,closing,football-data:2324:I1
2023-10-23,La Liga,Valencia,Cadiz,2,0,1.68,3.62,5.78,2.29,,closing,football-data:2324:SP1
2023-10-23,Premier League,Tottenham,Fulham,2,0,1.5,4.74,6.22,1.51,,closing,football-data:2324:E0
2023-10-23,Serie A,Fiorentina,Empoli,0,2,1.43,4.86,7.37,1.62,,closing,football-data:2324:I1
2023-10-23,Serie A,Udinese,Lecce,1,1,2.14,3.23,3.72,2.21,,closing,football-data:2324:I1
2023-10-27,Bundesliga,Bochum,Mainz,2,2,2.78,3.56,2.51,1.74,,closing,football-data:2324:D1
2023-10-27,La Liga,Girona,Celta,1,0,1.72,4.09,4.6,1.65,,closing,football-data:2324:SP1
2023-10-27,Ligue 1,Clermont,Nice,0,1,3.93,3.26,2.07,2.3,,closing,football-data:2324:F1
2023-10-27,Premier League,Crystal Palace,Tottenham,1,2,4.54,3.84,1.79,1.89,,closing,football-data:2324:E0
2023-10-27,Serie A,Genoa,Salernitana,1,0,1.75,3.67,5.07,2.13,,closing,football-data:2324:I1
2023-10-28,Bundesliga,Augsburg,Wolfsburg,3,2,2.52,3.6,2.73,1.7,,closing,football-data:2324:D1
2023-10-28,Bundesliga,Bayern Munich,Darmstadt,8,0,1.07,14.13,28.23,1.15,,closing,football-data:2324:D1
2023-10-28,Bundesliga,M'gladbach,Heidenheim,2,1,1.71,4.29,4.5,1.46,,closing,football-data:2324:D1
2023-10-28,Bundesliga,RB Leipzig,FC Koln,6,0,1.48,4.73,6.58,1.58,,closing,football-data:2324:D1
2023-10-28,Bundesliga,Stuttgart,Hoffenheim,2,3,1.68,4.28,4.71,1.53,,closing,football-data:2324:D1
2023-10-28,Bundesliga,Werder Bremen,Union Berlin,2,0,2.86,3.46,2.49,1.82,,closing,football-data:2324:D1
2023-10-28,La Liga,Almeria,Las Palmas,1,2,2.31,3.33,3.25,2.14,,closing,football-data:2324:SP1
2023-10-28,La Liga,Barcelona,Real Madrid,1,2,2.59,3.53,2.7,1.7,,closing,football-data:2324:SP1
2023-10-28,La Liga,Cadiz,Sevilla,2,2,3.84,3.37,2.07,2.17,,closing,football-data:2324:SP1
2023-10-28,La Liga,Mallorca,Getafe,0,0,2.3,2.99,3.67,2.88,,closing,football-data:2324:SP1
2023-10-28,Ligue 1,Lens,Nantes,4,0,1.61,4.18,5.47,1.74,,closing,football-data:2324:F1
2023-10-28,Ligue 1,Reims,Lorient,1,0,1.74,3.93,4.67,1.77,,closing,football-data:2324:F1
2023-10-28,Premier League,Arsenal,Sheffield United,5,0,1.13,9.57,21.8,1.36,,closing,football-data:2324:E0
2023-10-28,Premier League,Bournemouth,Burnley,2,1,2.17,3.58,3.35,1.83,,closing,football-data:2324:E0
2023-10-28,Premier League,Chelsea,Brentford,0,2,1.65,4.07,5.39,1.81,,closing,football-data:2324:E0
2023-10-28,Premier League,Wolves,Newcastle,2,2,4.22,3.84,1.85,1.8,,closing,football-data:2324:E0
2023-10-28,Serie A,Juventus,Verona,1,0,1.37,4.93,9.21,1.84,,closing,football-data:2324:I1
2023-10-28,Serie A,Lecce,Torino,0,1,2.74,2.95,2.95,2.68,,closing,football-data:2324:I1
2023-10-28,Serie A,Sassuolo,Bologna,1,1,2.59,3.46,2.72,1.75,,closing,football-data:2324:I1
2023-10-29,Bundesliga,Ein Frankfurt,Dortmund,3,3,3.12,3.62,2.24,1.63,,closing,football-data:2324:D1
2023-10-29,Bundesliga,Leverkusen,Freiburg,2,1,1.24,6.71,12.06,1.44,,closing,football-data:2324:D1
2023-10-29,La Liga,Ath Bilbao,Valencia,2,2,1.61,3.98,5.95,2.04,,closing,football-data:2324:SP1
2023-10-29,La Liga,Ath Madrid,Alaves,2,1,1.43,4.6,8.11,1.92,,closing,football-data:2324:SP1
2023-10-29,La Liga,Betis,Osasuna,2,1,1.99,3.43,4.03,2.16,,closing,football-data:2324:SP1
2023-10-29,La Liga,Vallecano,Sociedad,2,2,3.31,3.16,2.36,2.4,,closing,football-data:2324:SP1
2023-10-29,Ligue 1,Brest,Paris SG,2,3,5.77,4.43,1.55,1.64,,closing,football-data:2324:F1
2023-10-29,Ligue 1,Lille,Monaco,2,0,2.45,3.66,2.76,1.61,,closing,football-data:2324:F1
2023-10-29,Ligue 1,Metz,Le Havre,0,0,2.86,3.11,2.67,2.33,,closing,football-data:2324:F1
2023-10-29,Ligue 1,Montpellier,Toulouse,3,0,1.84,3.79,4.24,1.8,,closing,football-data:2324:F1
2023-10-29,Ligue 1,Rennes,Strasbourg,1,1,1.47,4.46,7.07,1.83,,closing,football-data:2324:F1
2023-10-29,Premier League,Aston Villa,Luton,3,1,1.34,5.71,8.49,1.46,,closing,football-data:2324:E0
2023-10-29,Premier League,Brighton,Fulham,1,1,1.61,4.3,5.3,1.64,,closing,football-data:2324:E0
2023-10-29,Premier League,Liverpool,Nott'm Forest,3,0,1.23,6.96,12.16,1.44,,closing,football-data:2324:E0
2023-10-29,Premier League,Man United,Man City,0,3,5.48,4.25,1.62,1.68,,closing,football-data:2324:E0
2023-10-29,Premier League,West Ham,Everton,0,1,2.07,3.69,3.5,1.73,,closing,football-data:2324:E0
2023-10-29,Serie A,Cagliari,Frosinone,4,3,2.2,3.4,3.39,1.89,,closing,football-data:2324:I1
2023-10-29,Serie A,Inter,Roma,1,0,1.54,4.13,6.45,1.91,,closing,football-data:2324:I1
