date,league,home,away,home_score,away_score,odds_home,odds_draw,odds_away,odds_over25,odds_btts,odds_timing,source
2024-10-06,Bundesliga,Heidenheim,RB Leipzig,0,1,4.78,4.05,1.7,1.62,,closing,football-data:2425:D1
2024-10-06,Bundesliga,Stuttgart,Hoffenheim,1,1,1.33,6.05,7.9,1.27,,closing,football-data:2425:D1
2024-10-06,La Liga,Alaves,Barcelona,0,3,4.65,4.16,1.7,1.61,,closing,football-data:2425:SP1
2024-10-06,La Liga,Girona,Ath Bilbao,2,1,2.38,3.28,3.12,2.01,,closing,football-data:2425:SP1
2024-10-06,La Liga,Sevilla,Betis,1,0,2.72,3.19,2.76,2.17,,closing,football-data:2425:SP1
2024-10-06,La Liga,Sociedad,Ath Madrid,1,1,2.83,3.07,2.75,2.44,,closing,football-data:2425:SP1
2024-10-06,Ligue 1,Brest,Le Havre,2,0,1.83,3.55,4.58,2.16,,closing,football-data:2425:F1
2024-10-06,Ligue 1,Lyon,Nantes,2,0,1.7,3.94,4.95,1.69,,closing,football-data:2425:F1
2024-10-06,Ligue 1,Nice,Paris SG,1,1,5.35,4.27,1.59,1.61,,closing,football-data:2425:F1
2024-10-06,Ligue 1,Reims,Montpellier,4,2,1.66,4.14,4.9,1.57,,closing,football-data:2425:F1
2024-10-06,Ligue 1,Strasbourg,Lens,2,2,2.72,3.41,2.6,1.87,,closing,football-data:2425:F1
2024-10-06,Premier League,Aston Villa,Man United,0,0,2.2,3.86,3.06,1.47,,closing,football-data:2425:E0
2024-10-06,Premier League,Brighton,Tottenham,3,2,2.89,3.93,2.27,1.4,,closing,football-data:2425:E0
2024-10-06,Premier League,Chelsea,Nott'm Forest,1,1,1.5,4.6,6.34,1.59,,closing,football-data:2425:E0
2024-10-06,Serie A,Bologna,Parma,0,0,1.99,3.6,3.77,1.77,,closing,football-data:2425:I1
2024-10-06,Serie A,Fiorentina,Milan,2,1,3.56,3.67,2.04,1.68,,closing,football-data:2425:I1
2024-10-06,Serie A,Juventus,Cagliari,1,1,1.49,4.27,7.11,1.9,,closing,football-data:2425:I1
2024-10-06,Serie A,Lazio,Empoli,2,1,1.6,3.95,6.08,2.01,,closing,football-data:2425:I1
2024-10-06,Serie A,Monza,Roma,1,1,4.08,3.32,2.0,2.22,,closing,football-data:2425:I1
2024-10-18,Bundesliga,Dortmund,St Pauli,2,1,1.3,5.76,10.31,1.52,,closing,football-data:2425:D1
2024-10-18,La Liga,Alaves,Valladolid,2,3,1.62,3.87,5.96,2.21,,closing,football-data:2425:SP1
2024-10-18,Ligue 1,Monaco,Lille,0,0,2.05,3.63,3.57,1.64,,closing,football-data:2425:F1
2024-10-19,Bundesliga,Bayern Munich,Stuttgart,4,0,1.29,6.15,9.04,1.26,,closing,football-data:2425:D1
2024-10-19,Bundesliga,Freiburg,Augsburg,3,1,1.66,4.02,5.2,1.65,,closing,football-data:2425:D1
2024-10-19,Bundesliga,Hoffenheim,Bochum,3,1,1.52,4.91,5.41,1.32,,closing,football-data:2425:D1
2024-10-19,Bundesliga,Leverkusen,Ein Frankfurt,2,1,1.48,4.81,6.23,1.42,,closing,football-data:2425:D1
2024-10-19,Bundesliga,M'gladbach,Heidenheim,3,2,1.92,3.74,3.92,1.61,,closing,football-data:2425:D1
2024-10-19,Bundesliga,Mainz,RB Leipzig,0,2,3.97,3.9,1.88,1.57,,closing,football-data:2425:D1
2024-10-19,La Liga,Ath Bilbao,Espanol,4,1,1.42,4.48,8.4,1.93,,closing,football-data:2425:SP1
2024-10-19,La Liga,Celta,Real Madrid,1,2,5.57,4.45,1.57,1.6,,closing,football-data:2425:SP1
2024-10-19,La Liga,Girona,Sociedad,0,1,2.7,3.18,2.79,2.32,,closing,football-data:2425:SP1
2024-10-19,La Liga,Osasuna,Betis,1,2,2.4,3.17,3.21,2.3,,closing,football-data:2425:SP1
2024-10-19,Ligue 1,Brest,Rennes,1,1,2.68,3.22,2.77,2.09,,closing,football-data:2425:F1
2024-10-19,Ligue 1,Paris SG,Strasbourg,4,2,1.29,6.18,9.5,1.33,,closing,football-data:2425:F1
2024-10-19,Ligue 1,St Etienne,Lens,0,2,5.89,4.32,1.55,1.67,,closing,football-data:2425:F1
2024-10-19,Premier League,Bournemouth,Arsenal,2,0,4.85,3.73,1.77,1.89,,closing,football-data:2425:E0
2024-10-19,Premier League,Fulham,Aston Villa,1,3,2.48,3.44,2.89,1.81,,closing,football-data:2425:E0
2024-10-19,Premier League,Ipswich,Everton,0,2,2.38,3.43,3.05,1.86,,closing,football-data:2425:E0
2024-10-19,Premier League,Man United,Brentford,2,1,1.69,4.27,4.72,1.51,,closing,football-data:2425:E0
2024-10-19,Premier League,Newcastle,Brighton,0,1,1.73,4.08,4.6,1.51,,closing,football-data:2425:E0
2024-10-19,Premier League,Southampton,Leicester,2,3,2.2,3.54,3.32,1.76,,closing,football-data:2425:E0
2024-10-19,Premier League,Tottenham,West Ham,4,1,1.45,5.23,6.17,1.34,,closing,football-data:2425:E0
2024-10-19,Serie A,Como,Parma,1,1,1.79,3.9,4.43,1.59,,closing,football-data:2425:I1
2024-10-19,Serie A,Genoa,Bologna,2,2,4.18,3.23,2.02,2.24,,closing,football-data:2425:I1
2024-10-19,Serie A,Juventus,Lazio,1,0,2.1,3.18,3.92,2.31,,closing,football-data:2425:I1
2024-10-19,Serie A,Milan,Udinese,1,0,1.37,5.12,8.32,1.58,,closing,football-data:2425:I1
2024-10-20,Bundesliga,Holstein Kiel,Union Berlin,0,2,3.71,3.47,2.05,1.83,,closing,football-data:2425:D1
2024-10-20,Bundesliga,Wolfsburg,Werder Bremen,2,4,2.01,3.74,3.59,1.59,,closing,football-data:2425:D1
2024-10-20,La Liga,Ath Madrid,Leganes,3,1,1.42,4.43,8.87,2.09,,closing,football-data:2425:SP1
2024-10-20,La Liga,Barcelona,Sevilla,5,1,1.28,6.08,9.75,1.4,,closing,football-data:2425:SP1
2024-10-20,La Liga,Mallorca,Vallecano,1,0,2.06,3.12,4.21,2.74,,closing,football-data:2425:SP1
2024-10-20,La Liga,Villarreal,Getafe,1,1,1.85,3.47,4.61,2.23,,closing,football-data:2425:SP1
2024-10-20,Ligue 1,Auxerre,Reims,2,1,3.25,3.46,2.23,1.75,,closing,football-data:2425:F1
2024-10-20,Ligue 1,Le Havre,Lyon,0,4,4.74,3.93,1.72,1.66,,closing,football-data:2425:F1
2024-10-20,Ligue 1,Montpellier,Marseille,0,5,4.53,4.08,1.72,1.52,,closing,football-data:2425:F1
2024-10-20,Ligue 1,Nantes,Nice,1,1,2.88,3.16,2.62,2.12,,closing,football-data:2425:F1
2024-10-20,Ligue 1,Toulouse,Angers,1,1,1.49,4.28,7.21,1.92,,closing,football-data:2425:F1
2024-10-20,Premier League,Liverpool,Chelsea,2,1,1.67,4.45,4.63,1.39,,closing,football-data:2425:E0
2024-10-20,Premier League,Wolves,Man City,1,2,8.3,5.48,1.35,1.49,,closing,football-data:2425:E0
2024-10-20,Serie A,Cagliari,Torino,3,2,2.43,3.03,3.25,2.21,,closing,football-data:2425:I1
2024-10-20,Serie A,Empoli,Napoli,0,1,5.55,3.65,1.7,2.1,,closing,football-data:2425:I1
2024-10-20,Serie A,Lecce,Fiorentina,0,6,3.34,3.16,2.33,2.2,,closing,football-data:2425:I1
2024-10-20,Serie A,Roma,Inter,0,1,4.02,3.53,1.94,1.82,,closing,football-data:2425:I1
2024-10-20,Serie A,Venezia,Atalanta,0,2,6.28,4.57,1.5,1.58,,closing,football-data:2425:I1
2024-10-21,La Liga,Valencia,Las Palmas,2,3,1.89,3.37,4.55,2.31,,closing,football-data:2425:SP1
2024-10-21,Premier League,Nott'm Forest,Crystal Palace,1,0,2.36,3.26,3.23,2.31,,closing,football-data:2425:E0
2024-10-21,Serie A,Verona,Monza,0,3,2.39,3.04,3.38,2.3,,closing,football-data:2425:I1
2024-10-25,Bundesliga,Mainz,M'gladbach,1,1,2.26,3.74,2.98,1.57,,closing,football-data:2425:D1
2024-10-25,La Liga,Espanol,Sevilla,0,2,3.02,3.2,2.49,2.21,,closing,football-data:2425:SP1
2024-10-25,Ligue 1,Rennes,Le Havre,1,0,1.5,4.26,6.93,1.87,,closing,football-data:2425:F1
2024-10-25,Premier League,Leicester,Nott'm Forest,1,3,2.96,3.35,2.45,2.0,,closing,football-data:2425:E0
2024-10-25,Serie A,Torino,Como,1,0,2.69,2.99,2.95,2.24,,closing,football-data:2425:I1
2024-10-25,Serie A,Udinese,Cagliari,2,0,2.24,3.15,3.57,2.14,,closing,football-data:2425:I1
2024-10-26,Bundesliga,Augsburg,Dortmund,2,1,4.05,4.08,1.82,1.48,,closing,football-data:2425:D1
2024-10-26,Bundesliga,RB Leipzig,Freiburg,3,1,1.8,3.94,4.19,1.65,,closing,football-data:2425:D1
2024-10-26,Bundesliga,St Pauli,Wolfsburg,0,0,2.54,3.42,2.8,1.88,,closing,football-data:2425:D1
2024-10-26,Bundesliga,Stuttgart,Holstein Kiel,2,1,1.21,7.47,11.93,1.28,,closing,football-data:2425:D1
2024-10-26,Bundesliga,Werder Bremen,Leverkusen,2,2,6.31,5.13,1.45,1.41,,closing,football-data:2425:D1
2024-10-26,La Liga,Las Palmas,Girona,1,0,2.6,3.24,2.87,2.0,,closing,football-data:2425:SP1
2024-10-26,La Liga,Real Madrid,Barcelona,0,4,1.97,4.14,3.44,1.39,,closing,football-data:2425:SP1
2024-10-26,La Liga,Valladolid,Villarreal,1,2,3.83,3.56,1.99,1.87,,closing,football-data:2425:SP1
2024-10-26,La Liga,Vallecano,Alaves,1,0,2.03,3.11,4.34,2.63,,closing,football-data:2425:SP1
2024-10-26,Ligue 1,Angers,St Etienne,4,2,2.25,3.39,3.27,1.94,,closing,football-data:2425:F1
2024-10-26,Ligue 1,Lens,Lille,0,2,2.12,3.32,3.69,2.09,,closing,football-data:2425:F1
2024-10-26,Ligue 1,Reims,Brest,1,2,1.88,3.52,4.3,2.02,,closing,football-data:2425:F1
2024-10-26,Premier League,Aston Villa,Bournemouth,1,1,1.81,3.93,4.32,1.63,,closing,football-data:2425:E0
2024-10-26,Premier League,Brentford,Ipswich,4,3,1.66,4.16,5.07,1.68,,closing,football-data:2425:E0
2024-10-26,Premier League,Brighton,Wolves,2,2,1.57,4.37,5.67,1.61,,closing,football-data:2425:E0
2024-10-26,Premier League,Everton,Fulham,1,1,2.76,3.38,2.63,1.83,,closing,football-data:2425:E0
2024-10-26,Premier League,Man City,Southampton,1,0,1.12,10.03,20.56,1.24,,closing,football-data:2425:E0
2024-10-26,Serie A,Atalanta,Verona,6,1,1.29,5.63,11.06,1.55,,closing,football-data:2425:I1
2024-10-26,Serie A,Napoli,Lecce,1,0,1.33,5.21,9.94,1.8,,closing,football-data:2425:I1
2024-10-27,Bundesliga,Bochum,Bayern Munich,0,5,15.78,9.43,1.15,1.2,,closing,football-data:2425:D1
2024-10-27,Bundesliga,Heidenheim,Hoffenheim,0,0,2.7,3.47,2.61,1.66,,closing,football-data:2425:D1
2024-10-27,Bundesliga,Union Berlin,Ein Frankfurt,1,1,2.49,3.27,2.98,1.93,,closing,football-data:2425:D1
2024-10-27,La Liga,Betis,Ath Madrid,1,0,3.51,3.28,2.21,2.1,,closing,football-data:2425:SP1
2024-10-27,La Liga,Getafe,Valencia,1,1,2.07,2.89,4.68,3.41,,closing,football-data:2425:SP1
2024-10-27,La Liga,Leganes,Celta,3,0,3.75,3.25,2.13,2.32,,closing,football-data:2425:SP1
2024-10-27,La Liga,Sociedad,Osasuna,0,2,1.64,3.77,5.91,2.2,,closing,football-data:2425:SP1
2024-10-27,Ligue 1,Lyon,Auxerre,2,2,1.44,5.06,6.41,1.41,,closing,football-data:2425:F1
2024-10-27,Ligue 1,Marseille,Paris SG,0,3,4.02,3.95,1.84,1.52,,closing,football-data:2425:F1
2024-10-27,Ligue 1,Montpellier,Toulouse,0,3,3.28,3.68,2.12,1.64,,closing,football-data:2425:F1
2024-10-27,Ligue 1,Nice,Monaco,2,1,3.89,3.7,1.92,1.79,,closing,football-data:2425:F1
2024-10-27,Ligue 1,Strasbourg,Nantes,3,1,1.98,3.51,3.94,1.92,,closing,football-data:2425:F1
2024-10-27,Premier League,Arsenal,Liverpool,2,2,2.26,3.38,3.32,1.88,,closing,football-data:2425:E0
2024-10-27,Premier League,Chelsea,Newcastle,2,1,1.79,4.11,4.16,1.5,,closing,football-data:2425:E0
2024-10-27,Premier League,Crystal Palace,Tottenham,1,0,3.73,3.97,1.93,1.52,,closing,football-data:2425:E0
2024-10-27,Premier League,West Ham,Man United,2,1,3.3,3.69,2.15,1.63,,closing,football-data:2425:E0
2024-10-27,Serie A,Fiorentina,Roma,5,1,2.5,3.23,2.96,2.05,,closing,football-data:2425:I1
2024-10-27,Serie A,Inter,Juventus,4,4,1.81,3.54,4.81,2.13,,closing,football-data:2425:I1
2024-10-27,Serie A,Lazio,Genoa,3,0,1.43,4.57,7.78,1.81,,closing,football-data:2425:I1
2024-10-27,Serie A,Monza,Venezia,2,2,2.13,3.34,3.65,2.07,,closing,football-data:2425:I1
2024-10-27,Serie A,Parma,Empoli,1,1,2.17,3.44,3.42,1.84,,closing,football-data:2425:I1
2024-10-28,La Liga,Mallorca,Ath Bilbao,0,0,2.52,3.01,3.17,2.62,,closing,football-data:2425:SP1
2024-10-29,Serie A,Cagliari,Bologna,0,2,3.24,3.31,2.31,1.99,,closing,football-data:2425:I1
2024-10-29,Serie A,Lecce,Verona,1,0,2.27,3.16,3.49,2.24,,closing,football-data:2425:I1
2024-10-29,Serie A,Milan,Napoli,0,2,2.78,3.23,2.64,1.93,,closing,football-data:2425:I1
2024-10-30,Serie A,Atalanta,Monza,2,0,1.31,5.49,10.38,1.65,,closing,football-data:2425:I1
2024-10-30,Serie A,Empoli,Inter,0,3,8.6,4.67,1.4,1.83,,closing,football-data:2425:I1
2024-10-30,Serie A,Juventus,Parma,2,2,1.44,4.79,7.12,1.61,,closing,football-data:2425:I1
2024-10-30,Serie A,Venezia,Udinese,3,2,2.71,3.16,2.8,2.22,,closing,football-data:2425:I1
2024-10-31,Serie A,Como,Lazio,1,5,3.15,3.24,2.41,2.02,,closing,football-data:2425:I1
2024-10-31,Serie A,Genoa,Fiorentina,0,1,5.21,3.87,1.69,2.01,,closing,football-data:2425:I1
2024-10-31,Serie A,Roma,Torino,1,0,1.82,3.56,4.72,2.19,,closing,football-data:2425:I1
2024-11-01,Bundesliga,Leverkusen,Stuttgart,0,0,1.6,4.59,4.95,1.38,,closing,football-data:2425:D1
2024-11-01,La Liga,Alaves,Mallorca,1,0,2.36,2.92,3.6,2.94,,closing,football-data:2425:SP1
2024-11-01,Ligue 1,Lille,Lyon,1,1,2.23,3.7,3.05,1.59,,closing,football-data:2425:F1
2024-11-01,Ligue 1,Monaco,Angers,0,1,1.24,6.67,11.0,1.38,,closing,football-data:2425:F1
2024-11-02,Bundesliga,Bayern Munich,Union Berlin,3,0,1.15,8.62,17.76,1.37,,closing,football-data:2425:D1
2024-11-02,Bundesliga,Dortmund,RB Leipzig,2,1,2.18,3.82,3.1,1.46,,closing,football-data:2425:D1
2024-11-02,Bundesliga,Ein Frankfurt,Bochum,7,2,1.45,5.06,6.33,1.4,,closing,football-data:2425:D1
2024-11-02,Bundesliga,Hoffenheim,St Pauli,0,2,1.91,3.79,3.91,1.67,,closing,football-data:2425:D1
2024-11-02,Bundesliga,Holstein Kiel,Heidenheim,1,0,2.49,3.44,2.85,1.88,,closing,football-data:2425:D1
2024-11-02,Bundesliga,Wolfsburg,Augsburg,1,1,2.08,3.59,3.52,1.76,,closing,football-data:2425:D1
2024-11-02,La Liga,Girona,Leganes,4,3,1.7,3.59,5.73,2.28,,closing,football-data:2425:SP1
2024-11-02,La Liga,Osasuna,Valladolid,1,0,1.7,3.66,5.49,2.11,,closing,football-data:2425:SP1
2024-11-02,Ligue 1,Brest,Nice,0,1,2.97,3.14,2.57,2.28,,closing,football-data:2425:F1
2024-11-02,Ligue 1,Paris SG,Lens,1,0,1.41,5.05,7.15,1.51,,closing,football-data:2425:F1
2024-11-02,Ligue 1,St Etienne,Strasbourg,2,0,3.29,3.63,2.16,1.69,,closing,football-data:2425:F1
2024-11-02,Premier League,Bournemouth,Man City,2,1,5.83,4.45,1.55,1.56,,closing,football-data:2425:E0
2024-11-02,Premier League,Ipswich,Leicester,1,1,2.36,3.59,2.97,1.69,,closing,football-data:2425:E0
2024-11-02,Premier League,Liverpool,Brighton,2,1,1.38,5.57,7.49,1.39,,closing,football-data:2425:E0
2024-11-02,Premier League,Newcastle,Arsenal,1,0,3.99,3.61,1.95,1.89,,closing,football-data:2425:E0
2024-11-02,Premier League,Nott'm Forest,West Ham,3,0,2.05,3.48,3.78,1.99,,closing,football-data:2425:E0
2024-11-02,Premier League,Southampton,Everton,1,0,2.7,3.32,2.71,1.94,,closing,football-data:2425:E0
2024-11-02,Premier League,Wolves,Crystal Palace,2,2,2.43,3.34,3.03,1.96,,closing,football-data:2425:E0
2024-11-02,Serie A,Bologna,Lecce,1,0,1.78,3.52,5.0,2.09,,closing,football-data:2425:I1
2024-11-02,Serie A,Monza,Milan,0,1,5.84,3.83,1.62,1.92,,closing,football-data:2425:I1
2024-11-02,Serie A,Udinese,Juventus,0,2,4.33,3.21,2.0,2.29,,closing,football-data:2425:I1
2024-11-03,Bundesliga,Freiburg,Mainz,0,0,1.79,3.75,4.62,1.8,,closing,football-data:2425:D1
2024-11-03,Bundesliga,M'gladbach,Werder Bremen,4,1,2.26,3.74,3.02,1.51,,closing,football-data:2425:D1
2024-11-03,La Liga,Ath Bilbao,Betis,1,1,1.87,3.55,4.34,2.06,,closing,football-data:2425:SP1
2024-11-03,La Liga,Ath Madrid,Las Palmas,2,0,1.33,5.25,9.2,1.64,,closing,football-data:2425:SP1
2024-11-03,La Liga,Barcelona,Espanol,3,1,1.14,9.2,18.0,1.24,,closing,football-data:2425:SP1
2024-11-03,La Liga,Sevilla,Sociedad,0,2,3.42,3.15,2.31,2.37,,closing,football-data:2425:SP1
2024-11-03,Ligue 1,Auxerre,Rennes,4,0,3.4,3.59,2.11,1.76,,closing,football-data:2425:F1
2024-11-03,Ligue 1,Le Havre,Montpellier,1,0,2.23,3.38,3.27,1.93,,closing,football-data:2425:F1
2024-11-03,Ligue 1,Nantes,Marseille,1,2,3.48,3.39,2.14,1.88,,closing,football-data:2425:F1
2024-11-03,Ligue 1,Toulouse,Reims,1,0,1.9,3.56,4.19,1.99,,closing,football-data:2425:F1
2024-11-03,Premier League,Man United,Chelsea,1,1,2.65,3.6,2.58,1.48,,closing,football-data:2425:E0
2024-11-03,Premier League,Tottenham,Aston Villa,4,1,1.94,4.02,3.61,1.45,,closing,football-data:2425:E0
2024-11-03,Serie A,Inter,Venezia,1,0,1.18,7.76,14.72,1.35,,closing,football-data:2425:I1
2024-11-03,Serie A,Napoli,Atalanta,0,3,2.28,3.24,3.37,2.0,,closing,football-data:2425:I1
2024-11-03,Serie A,Torino,Fiorentina,0,1,3.69,3.16,2.19,2.25,,closing,football-data:2425:I1
2024-11-03,Serie A,Verona,Roma,3,2,4.78,3.51,1.81,2.04,,closing,football-data:2425:I1
2024-11-04,La Liga,Celta,Getafe,1,0,2.12,3.01,4.17,2.82,,closing,football-data:2425:SP1
2024-11-04,Premier League,Fulham,Brentford,2,1,2.02,3.74,3.62,1.71,,closing,football-data:2425:E0
2024-11-04,Serie A,Empoli,Como,1,0,2.85,3.02,2.77,2.55,,closing,football-data:2425:I1
2024-11-04,Serie A,Lazio,Cagliari,2,1,1.55,4.18,6.29,1.75,,closing,football-data:2425:I1
2024-11-04,Serie A,Parma,Genoa,0,1,1.8,3.76,4.54,1.76,,closing,football-data:2425:I1
2024-11-07,Serie A,Genoa,Como,1,1,3.3,3.05,2.42,2.32,,closing,football-data:2425:I1
2024-11-08,Bundesliga,Union Berlin,Freiburg,0,0,2.42,3.2,3.15,2.33,,closing,football-data:2425:D1
2024-11-08,La Liga,Vallecano,Las Palmas,1,3,1.88,3.39,4.56,2.29,,closing,football-data:2425:SP1
2024-11-08,Ligue 1,Marseille,Auxerre,1,3,1.45,4.91,6.61,1.52,,closing,football-data:2425:F1
2024-11-08,Serie A,Lecce,Empoli,1,1,2.29,2.93,3.75,2.91,,closing,football-data:2425:I1
2024-11-09,Bundesliga,Bochum,Leverkusen,1,1,10.39,6.57,1.26,1.35,,closing,football-data:2425:D1
2024-11-09,Bundesliga,Mainz,Dortmund,3,1,3.83,3.72,1.96,1.56,,closing,football-data:2425:D1
2024-11-09,Bundesliga,RB Leipzig,M'gladbach,0,0,1.63,4.36,4.87,1.43,,closing,football-data:2425:D1
2024-11-09,Bundesliga,St Pauli,Bayern Munich,0,1,14.67,7.32,1.2,1.45,,closing,football-data:2425:D1
2024-11-09,Bundesliga,Werder Bremen,Holstein Kiel,2,1,1.62,4.31,5.19,1.55,,closing,football-data:2425:D1
2024-11-09,La Liga,Leganes,Sevilla,1,0,3.1,2.97,2.6,2.71,,closing,football-data:2425:SP1
2024-11-09,La Liga,Real Madrid,Osasuna,4,0,1.26,6.27,10.67,1.43,,closing,football-data:2425:SP1
2024-11-09,La Liga,Villarreal,Alaves,3,0,1.57,4.07,6.18,1.79,,closing,football-data:2425:SP1
2024-11-09,Ligue 1,Angers,Paris SG,2,4,11.08,6.15,1.26,1.48,,closing,football-data:2425:F1
2024-11-09,Ligue 1,Lens,Nantes,3,2,1.65,3.79,5.77,2.11,,closing,football-data:2425:F1
2024-11-09,Ligue 1,Strasbourg,Monaco,1,3,3.75,3.66,1.98,1.67,,closing,football-data:2425:F1
2024-11-09,Premier League,Brentford,Bournemouth,3,2,2.6,3.58,2.66,1.64,,closing,football-data:2425:E0
2024-11-09,Premier League,Brighton,Man City,2,1,4.11,4.13,1.8,1.47,,closing,football-data:2425:E0
2024-11-09,Premier League,Crystal Palace,Fulham,0,2,3.35,3.34,2.26,2.08,,closing,football-data:2425:E0
2024-11-09,Premier League,Liverpool,Aston Villa,2,0,1.48,4.74,6.41,1.57,,closing,football-data:2425:E0
2024-11-09,Premier League,West Ham,Everton,0,0,2.16,3.44,3.49,1.92,,closing,football-data:2425:E0
2024-11-09,Premier League,Wolves,Southampton,2,0,1.92,3.79,3.93,1.71,,closing,football-data:2425:E0
2024-11-09,Serie A,Cagliari,Milan,3,3,5.02,4.04,1.67,1.64,,closing,football-data:2425:I1
2024-11-09,Serie A,Juventus,Torino,2,0,1.59,3.62,7.25,2.62,,closing,football-data:2425:I1
2024-11-09,Serie A,Venezia,Parma,1,2,2.21,3.56,3.23,1.61,,closing,football-data:2425:I1
2024-11-10,Bundesliga,Augsburg,Hoffenheim,0,0,2.11,3.48,3.53,1.84,,closing,football-data:2425:D1
2024-11-10,Bundesliga,Heidenheim,Wolfsburg,1,3,2.91,3.25,2.55,1.98,,closing,football-data:2425:D1
2024-11-10,Bundesliga,Stuttgart,Ein Frankfurt,2,3,1.78,3.91,4.38,1.6,,closing,football-data:2425:D1
2024-11-10,La Liga,Betis,Celta,2,2,2.18,3.24,3.61,2.0,,closing,football-data:2425:SP1
2024-11-10,La Liga,Getafe,Girona,0,1,2.53,2.9,3.3,3.01,,closing,football-data:2425:SP1
2024-11-10,La Liga,Mallorca,Ath Madrid,0,1,3.46,2.95,2.4,2.63,,closing,football-data:2425:SP1
2024-11-10,La Liga,Sociedad,Barcelona,1,0,4.02,3.74,1.9,1.74,,closing,football-data:2425:SP1
2024-11-10,La Liga,Valladolid,Ath Bilbao,1,1,4.37,3.33,1.95,2.28,,closing,football-data:2425:SP1
2024-11-10,Ligue 1,Le Havre,Reims,0,3,3.43,3.15,2.29,2.24,,closing,football-data:2425:F1
2024-11-10,Ligue 1,Lyon,St Etienne,1,0,1.32,5.78,8.75,1.4,,closing,football-data:2425:F1
2024-11-10,Ligue 1,Montpellier,Brest,3,1,2.89,3.26,2.55,2.02,,closing,football-data:2425:F1
2024-11-10,Ligue 1,Nice,Lille,2,2,2.35,3.26,3.19,2.05,,closing,football-data:2425:F1
2024-11-10,Ligue 1,Rennes,Toulouse,0,2,2.31,3.36,3.16,2.04,,closing,football-data:2425:F1
2024-11-10,Premier League,Chelsea,Arsenal,1,1,3.01,3.41,2.41,1.81,,closing,football-data:2425:E0
2024-11-10,Premier League,Man United,Leicester,3,0,1.33,5.66,8.87,1.48,,closing,football-data:2425:E0
2024-11-10,Premier League,Nott'm Forest,Newcastle,1,3,2.76,3.3,2.67,1.93,,closing,football-data:2425:E0
2024-11-10,Premier League,Tottenham,Ipswich,1,2,1.25,6.71,10.56,1.32,,closing,football-data:2425:E0
2024-11-10,Serie A,Atalanta,Udinese,2,1,1.46,4.42,7.31,1.86,,closing,football-data:2425:I1
2024-11-10,Serie A,Fiorentina,Verona,3,1,1.49,4.47,6.6,1.74,,closing,football-data:2425:I1
2024-11-10,Serie A,Inter,Napoli,1,1,1.81,3.72,4.5,1.9,,closing,football-data:2425:I1
2024-11-10,Serie A,Monza,Lazio,0,1,5.15,3.44,1.78,2.28,,closing,football-data:2425:I1
2024-11-10,Serie A,Roma,Bologna,2,3,2.17,3.23,3.65,2.31,,closing,football-data:2425:I1
2024-11-22,Bundesliga,Bayern Munich,Augsburg,3,0,1.12,10.36,19.07,1.27,,closing,football-data:2425:D1
2024-11-22,La Liga,Getafe,Valladolid,2,0,1.66,3.48,6.47,2.67,,closing,football-data:2425:SP1
2024-11-22,Ligue 1,Monaco,Brest,3,2,1.56,4.21,5.96,1.79,,closing,football-data:2425:F1
2024-11-22,Ligue 1,Paris SG,Toulouse,3,0,1.39,5.23,7.33,1.44,,closing,football-data:2425:F1
2024-11-23,Bundesliga,Dortmund,Freiburg,4,0,1.82,3.78,4.34,1.72,,closing,football-data:2425:D1
2024-11-23,Bundesliga,Ein Frankfurt,Werder Bremen,1,0,1.77,4.08,4.29,1.5,,closing,football-data:2425:D1
2024-11-23,Bundesliga,Hoffenheim,RB Leipzig,4,3,3.27,3.65,2.15,1.56,,closing,football-data:2425:D1
2024-11-23,Bundesliga,Leverkusen,Heidenheim,5,2,1.21,6.93,13.24,1.44,,closing,football-data:2425:D1
2024-11-23,Bundesliga,Stuttgart,Bochum,2,0,1.31,5.98,8.57,1.36,,closing,football-data:2425:D1
2024-11-23,Bundesliga,Wolfsburg,Union Berlin,1,0,2.15,3.31,3.62,2.14,,closing,football-data:2425:D1
2024-11-23,La Liga,Ath Madrid,Alaves,2,1,1.46,4.28,7.77,2.09,,closing,football-data:2425:SP1
2024-11-23,La Liga,Celta,Barcelona,2,2,4.38,4.23,1.73,1.47,,closing,football-data:2425:SP1
2024-11-23,La Liga,Girona,Espanol,4,1,1.68,3.77,5.49,2.14,,closing,football-data:2425:SP1
2024-11-23,La Liga,Las Palmas,Mallorca,2,3,2.84,2.95,2.84,2.62,,closing,football-data:2425:SP1
2024-11-23,La Liga,Valencia,Betis,4,2,2.57,2.99,3.12,2.5,,closing,football-data:2425:SP1
2024-11-23,Ligue 1,Lens,Marseille,1,3,2.29,3.43,3.15,1.85,,closing,football-data:2425:F1
2024-11-23,Ligue 1,Reims,Lyon,1,1,3.06,3.71,2.19,1.54,,closing,football-data:2425:F1
2024-11-23,Ligue 1,St Etienne,Montpellier,1,0,2.39,3.33,3.06,1.86,,closing,football-data:2425:F1
2024-11-23,Premier League,Arsenal,Nott'm Forest,3,0,1.41,4.75,8.43,1.83,,closing,football-data:2425:E0
2024-11-23,Premier League,Aston Villa,Crystal Palace,2,2,1.73,3.83,4.95,1.84,,closing,football-data:2425:E0
2024-11-23,Premier League,Bournemouth,Brighton,1,2,2.46,3.56,2.84,1.57,,closing,football-data:2425:E0
2024-11-23,Premier League,Everton,Brentford,0,0,2.36,3.38,3.13,1.86,,closing,football-data:2425:E0
